"feature","Astro.L1.FGFR3.MT1G","Endo.L2.5.CLDN5","VLMC.L1.3.CYP1B1","Peri.L1.6.MUSTN1","Astro.L1.FGFR3.FOS","Oligo.L4.6.MOBP.COL18A1","OPC.L1.6.MYT1","Micro.L1.6.C1QC","Oligo.L4.6.OPALIN","Astro.L1.6.FGFR3.ETNPPL"
"C12orf40",0,0,0,0,0,0,0,0,0,0
"C12orf42",0.13880734,0.022884615,0,0,0.27375,0.12252632,0.16323076,0.25798932,0.04756928,0.1995055
"C12orf43",0,0,0,0,0,0,0,0,0,0
"C12orf45",0,0,0,0,0,0,0,0,0,0
"C12orf49",0,0,0,0,0,0,0,0,0,0
"C12orf5",0.015818182,0.011538462,0,0.027916666,0.019642858,0.11573684,0.025645439,0.11476106,0.001344471,0.039005525
"C12orf50",0,0,0,0,0,0,0,0,0,0
"C12orf54",0,0,0.0825,0,0,0,0,0,0,0.02434663
"C12orf56",0.48669726,0.011538462,0.335,0.1725,0.8841072,1.1246842,0.20553264,0.16992895,0.43788385,0.91838396
"C12orf57",0,0,0,0.85291666,0,0,0,0,0,0
"C12orf60",0,0,0,0,0,0,0,0,0,0
"C12orf65",0.02559633,0,0,0,0.9226786,0,0,0,0,0
"C12orf66",0,0,0,0,0,0.061210528,0,0,0.007987271,0.051132597
"C12orf71",0,0,0,0,0,0,0,0,0,0
"C12orf73",0,0,0,0,0,0,0,0,0,0
"C12orf74",0,0,0,0,0,0,0,0,0,0
"C12orf75",0,0,0,0,0,0,0,1.0442806,0,0
"C12orf76",0.43091744,0.30442306,0.44375,0.34291667,0.62625,6.6210318,0.9614138,0.7860676,5.496057,0.6439779
"C12orf77",0,0,0,0,0,0,0,0,0,0
"C12orf79",0.015545455,0,0.145,0.020833334,0,0.023473684,0.008072289,0,0,0.014897119
"C12orf80",0,0,0,0,0,0,0,0,0,0
"C14orf1",0,0,0,0,0,0.09794737,0,0,0,0
"C14orf105",0,0,0,0,0,0,0,0,0,0
"C14orf119",0,0,0,0,0,0,0,0,0,0
"C14orf132",0.019357799,0,0,0,0.76035714,0.009894737,0,0,0,0
"C14orf142",0,0,0,0,0,0,0,0,0,0
"C14orf159",4.605278,0.5025,0.35625,0.053333335,4.2739472,0.7868421,0.26317242,0.29060498,0.36387917,5.317946
"C14orf166",0,0,0,0,0,0,0,0,0,0
"C14orf169",0,0,0,0,0,0,0,0,0,0
"C14orf177",0,0,0,0,0,0,0,0,0,0
"C14orf178",0,0,0,0,0,0,0,0,0,0
"C14orf180",0,0,0,0,0,0,0,0,0,0
"C14orf183",0,0,0,0,0,0,0,0,0,0
"C14orf2",0.80284405,0,0,0.9875,0.9825,0.76806283,0.026437176,0,0.040739857,0.6682735
"C14orf28",0,0,0,0,0,0,0,0,0,0
"C14orf37",0.44990826,0.09826923,0.63875,0,0.36607143,0.15135416,0.5856207,0.11512455,0.031113762,1.6814482
"C14orf39",0,0,0,0,0.046964284,0.0027894736,0,0,0,0.005787293
"C14orf79",0,0,0,0,0,0,0,0,0,0
"C14orf80",0,0,0,0,0,0,0,0,0,0
"C14orf93",0,0,0.34625,0,0,0,0,0,0,0
"C14orf99",0,0,0,0,0,0,0,0,0,0
"C15orf26",0,0.036923077,0,0,0,0.005473684,0,0,0,0
"C15orf27",0,0,0,0,0.059464287,0,0,0,0,0.043232042
"C15orf32",0,0,0,0,0,0,0,0,0,0
"C15orf38-AP3S2",0,0,0,0,0,0,0,0,0,0
"C15orf39",0,0,0,0,0,0,0,0,0,0
"C15orf40",0,0,0,0,0,0,0,0,0,0.009627072
"C15orf41",0.17137615,0.10461538,1.52,0.0525,0.15535714,2.249267,0.6592586,0.08299645,0.3670565,0.32179558
"C15orf43",0,0,0,0,0,0,0,0,0,0
"C15orf48",0,0,0,0,0,0,0,0,0,0
"C15orf52",0,0,0,0,0,0,0,0,0,0
"C15orf53",0,0,0,0,0,0,0,0,0,0
"C15orf54",0,0,0,0,0,0,0,0,0,0
"C15orf56",0,0,0,0,0,0,0,0,0,0
"C15orf57",0,0.024423078,0,0,0,0,0,0,0,0
"C15orf59",0,0,0,0,0,0,0,0,0,0
"C15orf59-AS1",0,0,0,0,0,0,0,0,0,0
"C15orf61",0,0,0,0,0,0,0,0,0,0
"C15orf62",0,0,0,0,0,0,0,0,0,0
"C15orf65",0,0,0,0,0,0,0,0,0,0
"C16orf13",0,0,0,0,0,0,0,0,0,0
"C16orf45",0.82715595,0.27423078,0.57375,0.2175,2.788108,3.2069046,4.1776485,0.37914592,1.1712003,2.2559297
"C16orf46",0,0,0,0,0.058392856,0,0,0,0,0
"C16orf47",0,0,0,0,0,0,0,0,0,0
"C16orf52",0.5057798,0.7748077,2.21625,0.3725,0.28535715,0.4825263,0.4076724,0.0330605,0.13663225,0.8097103
"C16orf54",0,0,0,0,0,0,0,0,0,0
"C16orf58",0,0,0,0,0,0,0,0,0,0.057451792
"C16orf59",0,0,0,0,0,0,0,0,0,0
"C16orf62",4.153611,0.63384616,0.70875,0.3,2.6367857,5.3610315,1.5125,0.43734875,4.6025534,3.6485922
"C16orf70",0.046972476,0,0.155,0,0,0.34115788,0,0.061042402,0.012496025,0.020096552
"C16orf71",0,0,0,0,0,0,0,0,0,0
"C16orf72",0,0,0,0,0,0,0,0,0,0
"C16orf74",0.07045872,0,0.1075,0,0,0,0,0,0,0.08435862
"C16orf78",0,0,0,0,0,0,0,0,0,0
"C16orf82",0,0,0,0,0,0,0,0,0,0
"C16orf86",0,0,0,0,0,0,0,0,0,0
"C16orf87",0,0,0,0,0,0,0,0,0,0
"C16orf89",0.004770642,0,0,0,0.24071428,0,0,0,0,0.26377073
"C16orf90",0,0,0,0,0,0,0,0,0,0
"C16orf91",0,0,0,0,0,0,0,0,0,0
"C16orf92",0,0,0,0,0,0,0,0,0,0
"C16orf93",0,0,0,0,0,0,0,0,0,0
"C16orf95",0,0,0,0,0,0,0,0,0,0
"C16orf96",0.17880733,0.13480769,0.34,0.16666667,0.17892857,0.1851579,0.1485198,0.08319716,0.12489699,0.269779
"C16orf97",0,0,0,0,0,0,0,0,0,0
"C17orf100",0,0,0,0,0,0,0,0,0,0
"C17orf102",0,0,0,0,0,0,0,0,0,0
"C17orf104",0,0,0,0,0,0,0,0,0,0
"C17orf105",0,0,0,0,0,0,0,0,0,0
"C17orf107",0,0,0,0,0,0,0,0,0,0
"C17orf112",0,0,0,0,0,0,0,0,0,0
"C17orf47",0,0,0,0,0,0,0,0,0,0
"C17orf49",0,0,0,0,0,0,0,0,0,0
"C17orf50",0,0,0,0,0,0,0,0,0,0
"C17orf51",0,0,0.30625,0,0,0,0,0,0,0
"C17orf53",0,0,0.0625,0,0,0,0,0,0,0
"C17orf58",0,0,0,0,0,0,0,0,0,0
"C17orf59",0,0,0,0,0,0,0,0,0,0
"C17orf62",0,0,0,0,0,0,0,0,0,0
"C17orf64",0,0,0,0,0,0,0,0,0,0
"C17orf67",0,0,0,0,0,0,0,0,0,0
"C17orf70",0,0,0,0,0,0,0,0,0,0
"C17orf74",0,0,0,0,0,0,0,0,0,0
"C17orf75",0,0,0.085,0,0,0.0015263158,0,0,0,0.03883978
"C17orf77",0,0,0,0,0,0,0,0,0,0
"C17orf78",0,0,0,0,0,0,0,0,0,0
"C17orf80",0,0,0,0,0,0,0,0,0,0
"C17orf82",0,0,0,0,0,0,0,0,0,0
"C17orf85",0.10431193,0.037884615,0.1575,0,0.12910715,1.2091053,0.02113402,0.01227758,0.7346858,0.319337
"C17orf89",0,0,0,0,0,0,0,0,0,0
"C17orf96",0,0,0,0,0,0,0,0,0,0
"C17orf97",0,0,0,0,0,0,0,0,0,0
"C17orf98",0,0,0,0,0,0,0,0,0,0
"C17orf99",0,0,0.10625,0,0,0,0,0,0,0
"C18orf12",0,0,0,0,0,0,0,0,0,0
"C18orf21",0,0,0,0,0,0,0,0,0,0
"C18orf25",0.18211009,0.22,0.0625,0.1225,0.21267857,0.203,0.1077069,0.14394316,0.10443914,0.22977991
"C18orf32",0,0,0,0,0,0.013105263,0,0,0,0
"C18orf42",0,0,0,0,0,0,0,0,0,0
"C18orf54",0,0,0,0,0,0,0,0,0,0
"C18orf61",0,0,0,0,0,0,0,0,0,0
"C18orf63",0.072110094,0,0.1775,0.10958333,0.12625,0.06436842,0.036391754,0.030284192,0.053489666,0.092279
"C18orf65",0,0,0,0,0,0,0,0,0,0
"C18orf8",0,0,0,0,0,0,0,0,0,0
"C19orf12",0,0,0,0,0.095714286,0.11857895,0,0,0,0.08069061
"C19orf18",0.26697248,0,0,0,0.73714286,0.049421053,0,0,0.020055512,0.4008
"C19orf24",0,0,0,0,0,0,0,0,0,0
"C19orf25",0,0,0,0,0,0,0,0,0,0
"C19orf26",0,0,0,0,0,0,0,0,0,0
"C19orf33",0,0,0,0,0,0,0,0,0,0
"C19orf35",0,0,0,0,0,0,0,0,0,0
"C19orf38",0.12733945,0.035849057,0.145,0,0.22017545,0.15621053,0.046729777,0.046494663,0.066883944,0.12519945
"C19orf40",0,0,0,0,0,0,0,0,0,0
"C19orf43",0,0,0,0,0,0,0,0,0,0
"C19orf44",0.005137615,0,0,0,0.15035714,0,0,0,0,0.04044138
"C19orf45",0,0,0,0,0,0,0,0,0,0
"C19orf47",0.094545454,0.11403846,0,0,0.28517857,0.12568422,0.06722891,0.02975265,0.082861684,0.23497237
"C19orf48",0,0,0,0,0,0,0,0,0,0
"C19orf52",0,0,0,0,0,0,0,0,0,0
"C19orf53",0,0,0,0,0,0,0,0,0,0
"C19orf54",0,0,0,0,0,0,0,0,0,0
"C19orf57",0,0,0,0,0,0,0,0,0,0.009364641
"C19orf60",0.053394496,0,0,0,0.57607144,0,0,0.08115658,0,0.39519337
"C19orf66",0,0.02153846,0.17375,0,0.026607143,0,0,0,0,0
"C19orf67",0,0,0,0,0,0,0,0,0,0
"C19orf68",0,0,0,0,0,0,0,0,0,0
"C19orf70",0,0,0,0,0,0,0,0,0,0
"C19orf71",0,0,0,0,0,0,0,0,0,0
"C19orf73",0,0,0,0,0,0,0,0,0,0
"C19orf80",0,0,0,0,0,0,0,0,0,0
"C19orf81",0,0,0,0,0,0,0,0,0,0
"C19orf83",0,0,0,0,0,0,0,0,0,0
"C19orf84",0,0,0,0,0,0,0,0,0,0
"C1D",0,0,0,0,0,0,0,0,0,0
"C1DP1",0,0,0,0,0,0,0,0,0,0
"C1DP2",0,0,0,0,0,0,0,0,0,0
"C1DP3",0,0,0,0,0,0,0,0,0,0
"C1DP4",0,0,0,0,0,0,0,0,0,0
"C1GALT1",0.031009175,0.02576923,0,0,0,2.227421,0.12437931,0,1.212788,0.07667127
"C1GALT1C1",0,0,0,0,0,0,0,0,0,0
"C1QA",0,0,0,0,0,0,0,0.73502666,0,0
"C1QB",0,0,0,0,0,0,0,1.797318,0,0
"C1QBP",0,0,0,0,0,0,0,0,0,0
"C1QBPP",0,0,0,0,0,0,0,0,0,0
"C1QC",0,0,0,0,0,0,0,1.8229716,0,0
"C1QL1",0,0,0,0,0,0,1.1943103,0,0,0
"C1QL2",0,0,0,0,0,0,0,0,0,0
"C1QL3",0,0,0,0,0,0,0,0,0,0
"C1QL4",0,0,0,0,0,0,0,0,0,0
"C1QTNF1",0,0,0,2.2341666,0,0,0,0,0,0
"C1QTNF1-AS1",0,0,0,0,0,0,0,0,0,0
"C1QTNF2",0,0,0,0,0,0,0,0,0,0
"C1QTNF3",0,0,0,0,0,0,0,0,0,0
"C1QTNF3-AMACR",0,0,0,0,0,0.50268424,0,0,0.28415275,0
"C1QTNF4",0,0,0,0,0,0,0,0,0,0
"C1QTNF5",0,0,0,0,0,0,0,0,0,0
"C1QTNF6",0,0,0,0,0,0,0,0,0,0
"C1QTNF7",0,0,0,0,0,0,0,0,0,0
"C1QTNF8",0,0,0,0,0,0,0,0,0,0
"C1QTNF9",0,0,0,0,0,0,0,0,0,0
"C1QTNF9B",0,0,0,0,0,0,0,0,0,0
"C1QTNF9B-AS1",0,0,0,0,0,0,0,0,0,0
"C1R",0,0,0,0,0,0,0,0,0,0
"C1RL",0,0,0.23375,0.0488,0.040714286,0,0,0,0,0
"C1RL-AS1",0,0,0,0,0,0,0,0,0,0
"C1S",0,0,0.91,0,0,0,0,0,0,0
"C1orf100",0,0,0,0,0,0,0,0,0,0
"C1orf101",0.43495414,0.1598077,0.44125,0.0808,0.8264286,0.8788421,0.27378657,0.18731794,0.28681782,0.8688674
"C1orf105",0,0,0,0,0,0,0,0,0,0
"C1orf106",0,0,0,0,0,0,0,0,0,0
"C1orf109",0,0,0,0,0,0,0,0,0,0
"C1orf110",0,0,0,0,0,0,0,0,0,0
"C1orf111",0,0,0,0,0,0,0,0,0,0
"C1orf112",0,0,0.19375,0,0.0475,0.008638743,0,0.08247331,0,0.011942149
"C1orf115",0,0,0,0,0,0,0,0,0,0
"C1orf116",0,0,0,0,0,0,0,0,0,0
"C1orf122",0,0,0,0,0,2.5873158,0,0,1.4998887,0.17564917
"C1orf123",0,0,0,0,0,0.2966842,0,0,0,0
"C1orf127",0,0,0,0,0,0,0,0,0,0
"C1orf131",0,0,0,0,0,0,0,0,0,0
"C1orf132",0.05651376,0.092075475,0.10625,0.0275,0.21464285,0.020526316,0.019725086,0.19425267,0,0.91915745
"C1orf137",0,0,0,0,0,0,0,0,0,0
"C1orf140",0,0,0,0,0,0,0,0,0,0
"C1orf141",0,0,0,0,0,0,0,0,0,0
"C1orf145",0,0,0,0,0,0,0,0,0,0
"C1orf146",0,0,0,0,0,0,0,0,0,0
"C1orf158",0,0,0,0,0,0,0,0,0,0
"C1orf159",0.07504587,0,0,0,0.12678571,0,0,0,0.0017581544,0.15074585
"C1orf162",0,0,0,0,0,0,0,0,0,0
"C1orf167",0,0,0,0,0,0,0,0,0,0
"C1orf168",0,0,0,0,3.2642858,0,0,0,0,0
"C1orf174",0,0,0.3475,0,0,0,0,0,0,0
"C1orf177",0,0,0,0,0,0,0,0,0,0
"C1orf185",0,0,0,0,0,0,0,0,0,0
"C1orf186",0,0,0,0,0,0,0,0,0,0
"C1orf189",0,0,0,0,0,0,0,0,0,0
"C1orf194",0,0,0,0,0,0,0,0,0,0
"C1orf195",0,0,0,0,0,0,0,0,0,0
"C1orf198",0.5678899,0,0.6725,0,2.375,0.95526314,0,0,0.14232299,0.51604974
"C1orf204",0,0,0,0,0,0,0,0,0,0
"C1orf21",5.8430557,0.047037035,0,0.08,6.0005407,0.10352632,7.8750386,0.050409254,0.047988914,7.519671
"C1orf210",0,0,0,0,0,0,0,0,0,0
"C1orf216",0,0,0,0,0,0,0,0,0,0
"C1orf220",0,0,0,0,0,0,0,0,0,0
"C1orf226",0,0,0,0,0,0,0,0,0,0
"C1orf228",0.94330275,0,0,0,1.0594643,0,0,0,0,0.6697245
"C1orf229",0,0,0,0,0,0,0,0,0,0
"C1orf233",0,0,0,0,0,0,0,0,0,0
"C1orf234",0,0,0,0,0,0,0,0,0,0
"C1orf27",0.48715597,0.025,0.2475,0,0.34678572,0.9011053,0.31672415,0.02322064,0.11453461,1.0051448
"C1orf35",0,0,0,0,0,0,0,0,0,0
"C1orf43",0,0,0,0,0.060714286,0.62526315,0.011135972,0,0.09151153,0.057859115
"C1orf50",0,0,0,0,0,0,0,0,0,0
"C1orf52",0,0,0,0,0,0.23326316,0,0,0,0.34798342
"C1orf53",0,0,0,0,0,0,0,0,0,0
"C1orf54",0.133211,0,0.465,0,0,0,0,0,0,0.15849447
"C1orf56",0,0,0,0,0,0,0,0,0,0
"C1orf61",10.428056,0,0,0,9.946486,0.56284213,9.134923,0,0.08738266,10.359649
"C1orf64",0,0.5680769,0,0,0,0,0,0,0,0
"C1orf68",0,0,0,0,0,0,0,0,0,0
"C1orf74",0,0,0,0,0,0,0,0,0,0
"C1orf86",0,0,0,0,0,0,0,0,0,0
"C1orf87",0,0,0,0,0,0,0,0,0,0
"C1orf94",0,0,0,0,0,0,0,0,0,0
"C1orf95",0,0,0,0,0,0,0,0,0,0
"C2",0.07009175,0,0.145,0,0.07464286,0.067157894,0.025360825,0.045488454,0,0.045639616
"C2-AS1",0,0,0,0,0,0,0,0,0,0
"C20orf141",0,0,0,0,0,0,0,0,0,0
"C20orf144",0,0,0,0,0,0,0,0,0,0
"C20orf166-AS1",0,0,0,0,0,0,0,0,0,0
"C20orf173",0,0,0,0,0,0,0,0,0,0
"C20orf181",0,0,0,0,0,0,0,0,0,0
"C20orf187",0,0,0,0,0,0,0,0,0,0
"C20orf194",7.829583,1.2061539,1.848,2.1745834,7.254054,6.4437304,4.588428,1.851032,5.000131,8.055673
"C20orf195",0,0,0,0,0,0,0,0,0,0
"C20orf196",0.35183486,0.90867925,1.042,0.44791666,0.4580357,0.5902105,0.38068846,0.5070567,0.33027026,0.5569337
"C20orf197",0,0,0,0,0,0,0,0,0,0
"C20orf202",0,0,0,0,0,0,0,0,0,0
"C20orf203",0,0,0,0,0,0,0,0,0,0
"C20orf24",0,0,0,0,0,0,0,0,0,0
"C20orf27",0,0,0,0.08583333,0,0,0,0,0,0
"C20orf62",0,0,0,0,0,0,0,0,0,0
"C20orf78",0,0,0,0,0,0,0,0,0,0
"C20orf85",0,0,0,0,0,0,0,0,0,0
"C20orf96",0,0,0,0,0,0,0,0,0,0.06878453
"C21orf140",0,0,0,0,0,0,0,0,0,0
"C21orf2",0,0,0,0,0,0,0,0,0,0
"C21orf33",0,0,0,0,0,0,0,0,0,0
"C21orf58",0,0,0,0,0,0,0,0,0,0
"C21orf59",0,0,0.0625,0,0,0,0,0,0,0
"C21orf62",0,0,0,0,0,0,0,0,0,0
"C21orf62-AS1",0,0,0,0,0,0,0,0,0,0
"C21orf91",0,0,0,0,0,1.2473158,0,0,0.4513365,0
"C21orf91-OT1",0,0,0,0,0,0,0,0,0,0
"C22orf15",0,0,0,0,0,0,0,0,0,0
"C22orf23",0,0,0,0,0,0.17005263,0,0,0.022271644,0
"C22orf24",0,0,0,0,0,0,0,0,0,0
"C22orf29",0,0,0,0,0,0,0,0,0,0
"C22orf31",0,0,0.3475,0,0.02375,0,0,0,0,0
"C22orf34",0.005412844,0.26365384,0,0,0,0.048526317,0.028982759,0,0,0.009187328
"C22orf39",0,0,0,0,0,0,0,0,0,0
"C22orf42",0,0,0,0,0,0,0,0,0,0
"C22orf46",0,0,0,0,0,0,0,0,0,0
"C2CD2",0.12201835,1.115577,0.425,2.7083333,0.63660717,0.6477895,0,0.036010638,0,0.22186464
"C2CD2L",0,0,0,0,0,0,0,0,0,0
"C2CD3",0.30201834,0.17692308,5.134,0.12916666,0.29178572,0.52947366,0.26240963,0.23596802,0.24958631,0.5209668
"C2CD4A",0,0,0,0,0,0,0,0,0,0
"C2CD4B",0,0,0,0,0,0,0,0,0,0
"C2CD4C",0,0,0,0,0,0,0,0,0,0
"C2CD4D",0,0,0,0,0,0,0,0,0,0
"C2CD5",3.8353212,0.07,2.394,0.775,6.525135,1.4836316,2.5576208,0.80745554,0.50336516,3.6395173
"C2orf15",0,0,0,0,0,0,0,0,0,0
"C2orf16",0,0,0,0,0,0,0,0,0,0
"C2orf27A",0,0,0,0,0,0,0.0028103448,0,0,0
"C2orf27AP1",0,0,0,0,0,0,0,0,0,0
"C2orf27AP2",0,0,0,0,0,0,0,0,0,0
"C2orf27AP3",0,0,0,0,0,0,0,0,0,0
"C2orf27B",0,0,0,0,0,0,0,0,0,0
"C2orf40",0,0,0,0,0,0,0,0,0,0
"C2orf42",0.16302752,0.11269231,0.1775,0,0.19946429,0.2829843,0.15913793,0.090318024,0.14411438,0.3664779
"C2orf43",0.7611009,0.08153846,0.4225,0.0275,0.61303574,0.41836843,0.23324138,0.020053286,0.12555291,0.9169199
"C2orf44",0,0,0,0,0,0,0,0,0,0
"C2orf47",0,0,0,0,0,0,0,0,0,0
"C2orf48",0,0,0,0,0,0,0,0,0,0
"C2orf49",0,0,0.89875,0,0,0,0,0,0,0
"C2orf50",0,0,0,0,0,0,0,0,0,0
"C2orf54",0,0,0,0,0,0,0,0,0,0
"C2orf57",0,0,0,0,0,0,0,0,0,0
"C2orf61",0,0,0.0625,0,0,0.015157895,0,0,0,0.0612
"C2orf66",0,0,0,0,0,0,0,0,0,0
"C2orf68",0,0,0,0,0,0,0,0,0,0
"C2orf69",0,0,0,0,0,0,0,0,0,0
"C2orf70",0,0,0,0,0,0,0,0,0,0
"C2orf71",0,0,0,0,0,0,0,0,0,0
"C2orf72",0.8621101,0,0,0,0.035178572,0,0.3816724,0,0,6.247884
"C2orf73",0,0,0,0,0,0,0,0,0,0
"C2orf74",0,0,0,0,0,0,0,0,0,0
"C2orf76",0,0,0,0,0.010535714,0.06257895,0,0,0,0.08417127
"C2orf78",0,0,0,0,0,0,0,0,0,0
"C2orf80",0,0,0,0,0,0,0.057103448,0,0,0
"C2orf81",0,0,0,0,0,0,0,0,0,0
"C2orf82",2.8562386,0,0,0,6.7137837,0,0,0,0,0.52827346
"C2orf83",0,0,0,0,0,0,0,0,0,0
"C2orf88",0.9798165,0.17245284,0.66125,0.1068,1.7441071,1.5520526,1.0676248,0.10823844,0.77670646,2.6704144
"C2orf91",0,0,0,0,0,0,0,0,0,0
"C3",0.056454547,0,0,0,0.12196428,0.024631578,0.012482759,8.804827,0,0.06237569
"C3AR1",0,0,0,0,0,0,0,0.0647153,0,0
"C3P1",0.026880734,0,0.155,0,0,0,0,0,0,0.025495868
"C3orf14",0,0,0,0,0,0,0,0,0,0
"C3orf17",0,0,0.095,0,0,0.1131579,0,0,0,0
"C3orf18",0,0,0,0,0,0,0,0,0,0
"C3orf20",0,0,0,0,0,0.0027894736,0,0,0,0
"C3orf22",0,0,0,0,0,0,0,0,0,0
"C3orf30",0,0,0,0,0,0,0,0,0,0
"C3orf33",0.02119266,0,0.0925,0,0.00875,0.029162304,0.018829605,0,0.001010342,0.09109116
"C3orf35",0,0,0,0,0,0,0,0,0,0
"C3orf36",0,0,0,0,0,0,0,0,0,0
"C3orf38",0,0,0,0,0,0,0,0,0,0
"C3orf49",0,0,0,0,0,0,0,0,0,0
"C3orf52",0,0,0,0,0,0,0,0,0,0
"C3orf56",0,0,0,0,0,0,0,0,0,0
"C3orf58",0,0,0,0.025833333,0,0.284,0,0,0.13987271,0.00069060776
"C3orf62",0,0,0,0,0,0,0,0,0,0
"C3orf67",0.015688073,0,0,0,0.04839286,0.026526315,0,0,0,0.004937931
"C3orf67-AS1",0,0,0,0,0,0,0,0,0,0
"C3orf70",0.08633027,0,0,0,0.2619643,0.028842105,1.9759483,0,0,0.2890746
"C3orf79",0,0,0,0,0,0,0,0,0,0
"C3orf80",0,0,0,0,0,0,0,0,0,0
"C3orf84",0,0,0,0,0,0,0,0,0,0
"C4A",0,0,0,0,0,0,0,0,0,0
"C4B",0,0,0,0,0,0,0,0,0,0
"C4BPA",0,0,0,0.0525,0,0,0,0,0,0
"C4BPAP1",0,0,0,0,0,0,0,0,0,0
"C4BPAP2",0,0,0,0,0,0,0,0,0,0
"C4BPB",0,0,0,0,0,0,0,0,0,0
"C4orf17",0,0,0,0,0,0,0,0,0,0
"C4orf19",1.8155963,0,0.2,0.0796,1.4832143,0.02921466,0.16672413,0.12350534,0,1.3987155
"C4orf22",0.30605504,0.16346154,1.154,0.025416667,0.26839286,0.27594736,0.18040955,0.19695729,0.11468304,0.35971233
"C4orf26",0,0,0,0,0,0,0,0,0,0
"C4orf27",0,0,0,0.18083334,0,0.23510526,0,0,0.042599365,0
"C4orf29",0.72266054,0.1448077,0.215,0,0.5275,0.76736844,0.26548275,0.23941386,0.16539745,1.0273416
"C4orf3",0,0.012115384,0,0,0,0,0,0,0,0
"C4orf32",0,0,0,0,0,0.054240838,0,0,0,0
"C4orf33",0,0,0,0,0,0.0074736844,0,0,0,0
"C4orf36",0,0,0,0,0,0,0,0,0,0
"C4orf45",0.13627273,0.03673077,0.1875,0.06791667,0.1840351,0.16763158,0.10337931,0.058309607,0.08509929,0.17699176
"C4orf46",0,0,0,0,0,0,0,0,0,0
"C4orf47",0,0,0,0,0.0132142855,0,0,0,0,0
"C4orf48",0,0,0,0,0,2.8874211,0,0,2.1483982,0
"C4orf50",0,0,0,0,0,0,0,0,0,0
"C4orf51",0,0,0,0,0,0,0,0,0,0
"C5",0.069082566,0,0,0,0.30446428,0.08557895,0.02851724,0,0.046163622,0.29720995
"C5AR1",0,0,0,0,0,0,0,0,0,0
"C5AR2",0,0,0,0,0,0,0,0,0,0
"C5orf15",0,0,0,0,0,0,0,0,0,0
"C5orf17",5.391389,5.354706,5.704,4.94625,5.514865,5.331508,5.120902,5.524882,5.3556185,5.5948353
"C5orf22",0,0,0,0,0,0,0,0,0,0
"C5orf24",0,0,0,0,0,0.012736842,0,0,0,0.0019198895
"C5orf28",0.010366973,0.031346153,0,0,0.013392857,0.09189474,0.026385542,0,0,0.1119337
"C5orf30",0,0,0,0,0,0,0,0,0,0
"C5orf34",0,0,0,0,0,0,0,0,0,0
"C5orf38",0,0,0,0,0,0,0,0,0,0
"C5orf42",4.428472,0.48326924,5.636,0.14666666,2.6878572,3.9868255,2.1365345,0.3294494,1.2217501,5.179689
"C5orf45",0,0,0,0,0.010892857,0,0,0,0,0.057345256
"C5orf46",0,0,0,0,0,0,0,0,0,0
"C5orf47",0,0,0,0,0,0,0,0,0,0
"C5orf49",0,0,0,0,0,0,0,0,0,0
"C5orf51",0,0,0,0,0,0,0,0,0,0
"C5orf52",0,0,0,0,0,0,0,0,0,0
"C5orf56",0.13183486,0.8578846,1.715,0.025833333,0.27,0.041157894,0.39175862,0,0,0.76991713
"C5orf58",0,0,0,0,0,0,0,0,0,0
"C5orf60",0,0,0,0,0,0,0,0,0,0
"C5orf63",1.9990277,0.13,0.32,0.25416666,2.1575675,2.018889,0.26182443,0.26818505,0.8537649,2.181502
"C5orf64",0,0,0,0,0,0.8028421,0.25953448,0,0.1704455,0
"C5orf66",0,0,0.0925,0,0,0.02026178,0,0,0,0
"C5orf66-AS1",0,0,0,0,0,0,0,0,0,0
"C5orf66-AS2",0,0,0,0,0,0,0,0,0,0
"C6",0,0,0,0,0,0,0,0,0,0
"C6orf1",0,0,0,0,0,0,0,0,0,0
"C6orf10",0,0,0,0,0,0,0,0,0,0
"C6orf106",0.67311925,0.31,0.73,0.2816,0.5375,0.4757895,0.31566265,0.3713701,0.29136834,0.7391851
"C6orf118",0,0,0,0,0,0,0,0,0,0
"C6orf120",0,0,0,0,0,0,0,0,0,0
"C6orf132",0,0,0,0,0,0,0,0,0,0
"C6orf136",0,0,0,0,0,0,0,0,0,0
"C6orf141",0,0,0,0,0,0,0,0,0,0
"C6orf15",0,0,0,0,0,0,0,0,0,0
"C6orf163",0,0,0.085,0,0,0,0,0,0,0
"C6orf165",0,0,0,0,0,0,0,0,0,0
"C6orf195",0,0,0,0,0,0,0,0,0,0
"C6orf201",0,0,0,0,0,0,0,0,0,0
"C6orf203",0.11790909,0.012307692,0.0625,0.026666667,0.28089285,0.10263158,0.030240964,0.03297153,0.029055556,0.21653794
"C6orf222",0,0,0,0,0,0,0,0,0,0
"C6orf223",0,0,0,0,0,0,0,0,0,0
"C6orf226",0,0,0,0,0,0,0,0,0,0
"C6orf229",0,0,0,0,0,0,0,0,0,0
"C6orf25",0,0,0,0,0,0,0,0,0,0
"C6orf47",0,0,0,0,0,0,0,0,0,0
"C6orf48",0,0,0,0,0,0,0,0,0,0
"C6orf52",0,0,0,0,0,0,0,0,0,0
"C6orf58",0,0,0,0,0,0,0,0,0,0
"C6orf62",0.45110092,0,0,0,1.1701785,0.4626842,0.015362069,2.0477402,0.01630867,0.5842956
"C6orf7",0.03825688,0.06153846,0.42375,0,0.048947368,0.04536842,0.053623933,0.057081852,0.03433227,0.08522099
